customer_id,name,phone,city,state,zipcode,age,gender,marital_status,dependents,education_level,occupation,employment_status,annual_income,credit_score,existing_loans,avg_monthly_expense,vehicle_owner,vehicle_type,budget_per_month,customer_tenure_years,coverage_preferences,risk_tolerance,interest_tags,Segment_ID
CUST_483629,Richard Fox,784.649.4486,Miami,Florida,33130,69,nonbinary,divorced,1,phd,retired,retired,22583,676,personal,1956.14,True,bike,167,1.4,"['auto', 'home']",Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_929090,Randall Thomas,302.544.0137x326,San Jose,California,95112,37,male,single,0,master,technician,self-employed,78926,659,none,5499.31,True,car,172,7.7,['home'],High,"['vehicle', 'travel']",3
CUST_963874,Jonathan Norris,+1-740-300-6601,Dallas,Texas,75201,36,nonbinary,single,0,master,doctor,self-employed,83897,736,car,6359.33,True,car,341,0.7,"['travel', 'life']",High,"['vehicle', 'travel']",3
CUST_203831,Brad Bell,+1-301-310-7073,Dallas,Texas,75203,39,nonbinary,married,1,bachelor,teacher,self-employed,62284,761,home,5886.62,False,none,169,4.2,"['travel', 'home']",High,"['family', 'travel', 'maternity']",2
CUST_228093,Nicole Wilson,300-425-9940x47093,Seattle,Washington,98102,59,female,widowed,2,master,teacher,employed,98115,755,home,8026.77,False,none,150,9.8,"['travel', 'auto']",Low,"['family', 'maternity', 'education']",2
CUST_344316,Brian Stewart,(620)395-1979x221,Seattle,Washington,98102,25,nonbinary,single,0,bachelor,salesperson,employed,83713,649,home,7462.49,False,none,205,1.2,['travel'],Low,[],2
CUST_232915,Mary Taylor,001-678-727-9614,Chicago,Illinois,60601,70,nonbinary,married,1,phd,consultant,retired,36426,681,none,2603.24,True,car,167,0.6,['travel'],Medium,"['maternity', 'retirement', 'education', 'family', 'vehicle']",3
CUST_847006,Lisa Griffin,7865892268,Miami,Florida,33125,53,male,divorced,2,master,manager,employed,99245,719,multiple,7927.43,True,none,366,3.4,['health'],Medium,"['family', 'vehicle', 'travel']",0
CUST_533914,David Silva,+1-586-703-5451,Dallas,Texas,75201,25,female,married,1,master,engineer,self-employed,54962,758,multiple,3670.71,True,none,320,1.4,['travel'],High,"['family', 'vehicle']",3
CUST_802559,Joel Williams,844-664-4069,Chicago,Illinois,60602,45,female,divorced,2,master,manager,self-employed,54530,671,personal,3692.45,True,car,147,4.6,"['life', 'health']",High,"['family', 'vehicle']",3
CUST_701987,Nicholas Smith,001-628-324-5288x998,Minneapolis,Minnesota,55401,42,nonbinary,widowed,2,bachelor,technician,self-employed,69348,688,none,5997.8,True,car,179,6.7,['health'],Medium,"['family', 'vehicle']",1
CUST_248766,Heather Williams,(950)584-1111x89324,New York,New York,10002,74,nonbinary,widowed,3,phd,retired,retired,37527,633,car,3699.15,False,none,258,9.3,"['health', 'life']",Low,"['family', 'retirement']",1
CUST_747850,Tiffany Ford,848-675-9156x8251,Miami,Florida,33130,21,male,single,0,bachelor,intern,employed,95028,628,home,7745.86,True,none,266,7.9,['health'],Low,"['vehicle', 'travel', 'education']",0
CUST_157443,Adrian Nelson,945.240.7872x774,Minneapolis,Minnesota,55419,25,female,married,2,master,manager,self-employed,47902,748,multiple,4324.13,True,bike,156,3.2,"['travel', 'auto']",Low,"['family', 'vehicle', 'education']",3
CUST_181644,Miranda Mack,+1-467-201-4056x32833,Minneapolis,Minnesota,55414,39,male,married,2,master,doctor,employed,41013,781,personal,3284.48,True,bike,372,7.2,"['health', 'home']",High,"['family', 'maternity', 'vehicle', 'education']",0
CUST_649414,Nichole Fleming,+1-581-793-1956x54760,Seattle,Washington,98102,56,female,married,3,master,salesperson,self-employed,37548,695,car,3122.45,True,none,335,8.4,"['health', 'home']",Low,"['family', 'vehicle', 'education']",3
CUST_731661,Jack Burns,966-219-8795x32943,Minneapolis,Minnesota,55401,75,female,widowed,1,bachelor,advisor,retired,25005,760,none,1992.05,True,car,278,3.8,['life'],Low,"['maternity', 'retirement', 'education', 'family', 'vehicle']",1
CUST_720148,Erin Gomez,(582)979-6337,New York,New York,10003,24,male,married,3,bachelor,junior developer,employed,113889,721,personal,8253.19,True,none,265,8.7,"['life', 'home']",Low,"['family', 'vehicle', 'education']",0
CUST_258189,John Acevedo,341-612-9884,Minneapolis,Minnesota,55401,52,male,married,2,bachelor,teacher,self-employed,84506,661,none,7389.87,True,none,296,4.9,['home'],High,"['family', 'vehicle', 'travel']",3
CUST_450905,Laura Walton,+1-837-412-1968x23198,Minneapolis,Minnesota,55401,26,female,divorced,1,bachelor,freelancer,employed,72472,721,personal,5353.19,True,none,181,4.0,"['home', 'travel']",Medium,"['family', 'vehicle', 'maternity']",0
CUST_444432,Caleb Gordon,(714)849-8807,Minneapolis,Minnesota,55401,26,nonbinary,married,2,bachelor,doctor,self-employed,35341,792,home,2736.71,False,none,258,9.7,"['life', 'health']",Medium,['family'],2
CUST_926403,Russell Smith,584-224-5225x1704,Seattle,Washington,98101,62,nonbinary,widowed,3,phd,retired,retired,47748,697,none,3806.91,True,car,209,3.7,"['life', 'travel']",Low,"['maternity', 'retirement', 'education', 'family', 'vehicle']",1
CUST_349068,Barbara Hester,(613)390-7090x10833,Minneapolis,Minnesota,55419,69,nonbinary,widowed,3,phd,retired,retired,42070,793,multiple,2925.19,True,bike,178,2.0,['home'],Low,"['family', 'vehicle', 'education', 'retirement']",1
CUST_362147,Sara Reid,2194471042,Dallas,Texas,75203,38,nonbinary,married,1,bachelor,freelancer,self-employed,82993,550,home,5961.35,True,none,325,4.9,"['home', 'travel']",Low,"['family', 'vehicle', 'travel']",3
CUST_535050,Brian Lewis,001-826-705-6500x1092,Minneapolis,Minnesota,55419,50,female,married,1,bachelor,salesperson,self-employed,35496,749,car,2569.27,True,none,175,8.4,['life'],Medium,"['family', 'vehicle']",3
CUST_326130,Joshua Harris,(247)239-7661x722,Minneapolis,Minnesota,55401,52,female,married,1,bachelor,doctor,employed,81770,705,car,5580.0,False,none,170,0.9,"['life', 'home']",Medium,"['family', 'travel']",2
CUST_550089,Anthony Wolf,291-607-5999x9537,Seattle,Washington,98101,55,nonbinary,divorced,2,master,teacher,employed,79472,682,home,7490.83,True,none,334,1.1,"['travel', 'health']",High,"['family', 'vehicle', 'travel', 'maternity']",0
CUST_926823,Steven Howard,592.308.8521x9271,Minneapolis,Minnesota,55419,42,male,married,1,bachelor,salesperson,self-employed,34435,705,multiple,2331.89,True,none,383,0.7,"['health', 'home']",Medium,"['family', 'maternity', 'vehicle', 'education']",3
CUST_579911,Hannah Fernandez,+1-863-912-9566,Minneapolis,Minnesota,55401,35,nonbinary,married,1,master,technician,employed,45811,580,car,3895.0,False,none,189,8.4,"['home', 'life']",Low,"['family', 'education']",2
CUST_879414,Mary Stephens,416.601.5635,Minneapolis,Minnesota,55401,32,male,married,1,master,doctor,self-employed,83438,686,car,6562.09,True,none,197,3.2,['auto'],Medium,"['family', 'vehicle', 'education']",3
CUST_546815,Andrea Ortega,(787)214-7736x345,Dallas,Texas,75202,41,male,married,2,master,doctor,employed,95640,721,multiple,9200.9,False,none,192,5.7,"['health', 'travel']",Medium,['family'],2
CUST_559457,Timothy Anderson,764-327-5764,New York,New York,10003,48,female,married,3,master,technician,self-employed,47993,788,none,3636.56,True,none,307,4.0,['health'],Low,"['family', 'vehicle']",3
CUST_484774,Jason Espinoza,533-851-8081x37080,Minneapolis,Minnesota,55414,24,male,single,0,bachelor,assistant,employed,90181,668,none,6115.07,True,none,330,9.5,"['home', 'health']",High,"['vehicle', 'travel', 'education']",0
CUST_615060,Andrea Lam,(765)599-1586x392,Dallas,Texas,75202,61,female,married,1,phd,retired,retired,32192,651,personal,2576.35,False,none,160,3.0,"['home', 'life']",High,"['family', 'education', 'retirement']",2
CUST_348235,Glen Wallace,(632)749-3310x78260,New York,New York,10001,28,male,married,3,bachelor,manager,self-employed,73767,669,none,6284.93,True,bike,253,8.6,['auto'],High,"['family', 'vehicle', 'education']",3
CUST_773540,Laura Wood,001-223-627-2466,Seattle,Washington,98102,21,female,single,0,bachelor,assistant,employed,112305,754,none,10546.2,True,bike,345,5.5,"['travel', 'health']",Low,"['vehicle', 'education']",0
CUST_644103,Katherine Campbell,336-547-6174,Minneapolis,Minnesota,55401,49,nonbinary,married,1,bachelor,technician,employed,96704,719,none,7727.47,False,none,365,2.0,['life'],Medium,"['family', 'maternity']",2
CUST_377511,Melanie Martinez,(736)913-4473,Chicago,Illinois,60601,36,male,married,3,bachelor,doctor,self-employed,70267,668,multiple,5547.08,True,none,397,2.0,"['travel', 'health']",Low,"['family', 'vehicle', 'education']",3
CUST_736129,Chloe Pennington,+1-564-995-5329x646,Miami,Florida,33101,69,nonbinary,married,3,master,retired,retired,55754,730,car,4870.04,True,none,307,3.3,['health'],Low,"['retirement', 'education', 'family', 'vehicle', 'travel']",3
CUST_745270,Michele Jacobs,924.373.9219,New York,New York,10002,75,nonbinary,married,2,bachelor,shop owner,retired,44283,705,none,3521.54,True,bike,162,3.0,['life'],Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_152995,William Collins,915-788-1466,Dallas,Texas,75201,75,male,widowed,3,bachelor,advisor,retired,30442,758,multiple,2437.05,True,bike,354,0.7,"['travel', 'home']",Low,"['family', 'vehicle', 'education', 'retirement']",1
CUST_901535,Walter Wheeler,001-535-711-8455x69942,Chicago,Illinois,60602,58,nonbinary,divorced,2,bachelor,freelancer,employed,96482,657,car,9042.64,False,none,306,4.0,"['health', 'life']",Medium,"['family', 'maternity']",2
CUST_943019,George Graham,241.718.6318,San Jose,California,95110,72,nonbinary,divorced,1,bachelor,consultant,retired,45814,680,car,3860.95,True,bike,173,2.4,"['travel', 'health']",Low,"['family', 'vehicle', 'education', 'retirement']",3
CUST_806537,Lori Jones,985-407-4313x2249,Dallas,Texas,75203,49,male,divorced,3,master,engineer,self-employed,40649,676,multiple,3397.39,False,none,253,6.1,"['travel', 'auto']",Medium,['family'],2
CUST_498658,Katie Vasquez,001-381-735-7193,Minneapolis,Minnesota,55401,57,female,divorced,3,bachelor,technician,self-employed,47401,612,multiple,3195.14,True,none,126,6.0,['travel'],High,"['family', 'vehicle']",3
CUST_651002,Christopher Krueger,+1-688-727-5526x5596,New York,New York,10003,35,male,married,3,bachelor,teacher,employed,97807,717,home,8454.62,True,car,310,5.3,"['health', 'life']",High,"['family', 'vehicle', 'education']",0
CUST_934042,Gary Williams,(707)816-8374x771,Dallas,Texas,75202,31,female,divorced,2,master,freelancer,self-employed,69981,715,home,5634.13,True,bike,215,9.4,"['auto', 'life']",High,"['family', 'vehicle', 'travel']",3
CUST_689318,Stephen Garcia,954.643.8716x52932,Miami,Florida,33125,38,male,married,3,master,manager,self-employed,80663,700,car,5752.16,True,none,140,3.8,"['auto', 'home']",Low,"['family', 'vehicle', 'education']",3
CUST_784607,John Turner,(533)959-8723x9729,Miami,Florida,33125,28,male,married,3,bachelor,engineer,employed,109604,685,home,9849.07,True,bike,269,7.3,['life'],Low,"['family', 'vehicle', 'travel']",0
CUST_138105,John Freeman,999.251.9329x90930,Dallas,Texas,75202,61,male,widowed,2,master,advisor,retired,23877,615,none,1642.2,True,car,373,7.5,['life'],Medium,"['family', 'vehicle', 'maternity', 'retirement']",1
CUST_270387,Donna Cardenas,608.756.5987,Seattle,Washington,98102,70,female,married,3,bachelor,advisor,retired,20607,674,multiple,1793.17,True,bike,245,4.8,"['life', 'home']",Medium,"['maternity', 'retirement', 'education', 'family', 'vehicle']",3
CUST_360096,Laura Mcclain,+1-938-320-6893x608,Miami,Florida,33125,61,female,widowed,1,master,advisor,retired,57210,679,home,4278.34,True,none,307,8.4,"['health', 'home']",High,"['retirement', 'education', 'family', 'vehicle', 'travel']",1
CUST_744481,Raymond Hill,+1-224-942-7801x83447,Minneapolis,Minnesota,55401,44,male,married,2,master,doctor,employed,74282,651,home,5598.41,True,car,338,3.4,"['travel', 'auto']",High,"['family', 'vehicle', 'travel', 'education']",0
CUST_479358,James Martin,3032681403,New York,New York,10001,28,female,single,0,master,salesperson,self-employed,76002,690,personal,5962.73,False,none,211,7.7,['travel'],Medium,[],2
CUST_584838,Jeremy Knight,001-847-976-0755x68344,Minneapolis,Minnesota,55419,27,male,married,3,bachelor,engineer,employed,83007,724,personal,5815.9,True,car,398,5.1,"['health', 'home']",Low,"['family', 'vehicle', 'travel']",0
CUST_242007,Kevin Hernandez,(226)311-6159x5521,Miami,Florida,33125,66,male,married,1,phd,consultant,retired,24786,813,car,2423.72,False,none,377,9.9,['home'],Low,"['family', 'maternity', 'education', 'retirement']",2
CUST_892911,Danielle Brown,(634)510-0307,Seattle,Washington,98103,66,nonbinary,widowed,2,master,shop owner,retired,44739,710,multiple,3766.47,True,bike,160,2.2,"['travel', 'life']",High,"['family', 'vehicle', 'retirement']",1
CUST_726822,Suzanne Wilson,(938)984-4395,Minneapolis,Minnesota,55401,49,nonbinary,divorced,2,master,freelancer,employed,72441,715,home,5888.02,True,none,157,0.8,"['travel', 'health']",Low,"['maternity', 'education', 'family', 'vehicle', 'travel']",0
CUST_792282,Luis Hayes,721.226.8002x24137,Miami,Florida,33130,75,male,married,1,master,shop owner,retired,35357,695,none,2784.28,True,bike,219,8.2,"['travel', 'auto']",Low,"['maternity', 'retirement', 'education', 'family', 'vehicle']",3
CUST_352673,Anthony King,001-628-882-9063x5482,San Jose,California,95101,46,female,married,3,bachelor,freelancer,self-employed,66428,584,car,5323.57,False,none,295,8.0,"['home', 'travel']",Low,"['family', 'maternity', 'education']",2
CUST_859782,Tammy Powers,9145786537,Seattle,Washington,98101,39,nonbinary,single,0,bachelor,manager,self-employed,57296,698,home,4481.0,True,bike,204,3.6,['home'],Medium,"['vehicle', 'travel']",3
CUST_116078,Brian Vaughn,001-725-748-3104x40743,Seattle,Washington,98101,23,female,single,0,high_school,sales trainee,employed,49539,703,multiple,4527.91,False,none,386,2.6,['auto'],Medium,['education'],2
CUST_621433,Jessica Anderson,(843)405-7418x56015,New York,New York,10001,67,male,widowed,2,phd,consultant,retired,59610,847,personal,4409.4,False,none,382,3.6,"['home', 'travel']",High,"['family', 'travel', 'retirement']",1
CUST_973844,Joseph Walters,+1-683-842-8124x619,Dallas,Texas,75201,71,nonbinary,married,2,master,consultant,retired,40507,688,multiple,3356.1,False,none,174,0.7,"['auto', 'life']",Low,"['family', 'education', 'retirement']",2
CUST_150871,Annette Petersen,766.611.9479x2465,New York,New York,10002,55,nonbinary,widowed,2,master,doctor,self-employed,60200,718,car,5552.91,True,none,379,5.1,['travel'],Low,"['family', 'vehicle', 'maternity']",1
CUST_388086,Justin Hodge,989.356.9807x3115,Seattle,Washington,98101,46,male,divorced,1,bachelor,teacher,employed,68668,697,car,5480.87,True,none,347,6.8,['health'],High,"['family', 'vehicle', 'maternity']",0
CUST_525750,Lauren Kim,001-856-786-1745x926,San Jose,California,95110,21,nonbinary,single,0,high_school,junior developer,employed,54026,629,multiple,3702.89,True,car,369,2.9,"['auto', 'home']",Low,"['vehicle', 'travel', 'education']",0
CUST_776234,Andrew Acosta,(885)681-9758x57198,Dallas,Texas,75203,35,nonbinary,single,0,bachelor,salesperson,employed,52255,768,personal,4345.03,True,car,104,7.2,['home'],Medium,['vehicle'],0
CUST_251195,Duane Carter,568.971.2526x95013,Seattle,Washington,98102,56,male,divorced,1,bachelor,engineer,self-employed,47766,745,none,4667.93,True,bike,378,5.9,['life'],Medium,"['family', 'maternity', 'vehicle', 'education']",3
CUST_202430,Noah Osborn,928-379-6483x5969,Seattle,Washington,98103,72,female,widowed,2,phd,consultant,retired,35759,747,personal,2786.38,True,none,269,4.1,['health'],High,"['family', 'vehicle', 'retirement']",1
CUST_358421,Charles Lewis,001-991-429-6587,Dallas,Texas,75201,73,male,married,3,master,shop owner,retired,21941,645,personal,1665.91,True,bike,383,9.4,"['life', 'home']",Low,"['family', 'vehicle', 'maternity', 'retirement']",3
CUST_570646,Roger Doyle,(786)636-6050x2241,Miami,Florida,33101,25,female,single,0,bachelor,salesperson,self-employed,50753,784,none,4299.83,True,bike,327,3.9,"['health', 'life']",Low,"['vehicle', 'travel']",3
CUST_415759,Zachary Brown,778-222-5377x3285,San Jose,California,95112,52,female,married,1,bachelor,doctor,self-employed,86604,615,car,7261.67,True,car,386,9.1,['travel'],High,"['family', 'vehicle', 'travel', 'education']",3
